date,MedianListingPricePerSqft_AllHomes,MedianRentalPricePerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,state_id
2015-04-30,92.319011348721,0.686560097241067,28.63,65.14,9
2015-05-31,93.557775465528,0.692207240263992,28.11,65.23,9
2015-06-30,94.2349735262635,0.694444444444444,28.38,64.67,9
2015-07-31,93.6719400499584,0.6957621758380771,28.76,64.26,9
2015-08-31,93.83604077498859,0.697650203887915,28.91,64.15,9
2015-09-30,93.557268722467,0.694444444444444,29.41,63.77,9
2015-10-31,93.383926583494,0.6919642857142859,30.18,63.1,9
2015-11-30,93.08296791853131,0.696055684454756,30.38,63.17,9
2015-12-31,92.594244556778,0.6977831968297261,22.44,71.3,9
2016-01-31,92.53731343283579,0.700700700700701,21.73,72.32,9
2016-02-29,93.85665529010241,0.7050905420470641,21.35,72.48,9
2016-03-31,95.9013139492087,0.7142857142857142,20.97,72.79,9
2016-04-30,97.7040816326531,0.7142857142857142,20.42,73.17,9
2016-05-31,99.3589743589744,0.7191780821917809,14.77,79.25,9
2016-06-30,99.7364457831325,0.715789473684211,14.57,79.25,9
2016-07-31,99.952934662237,0.7215088282504009,15.57,77.85,9
2016-08-31,99.639855942377,0.7210767468499429,16.29,76.9,9
2016-09-30,99.31719428926131,0.720851916139472,16.87,76.52,9
2016-10-31,99.7523876901309,0.7224334600760458,17.23,76.18,9
2016-11-30,99.43850751675421,0.727644652250146,18.18,75.13,9
2016-12-31,98.7863392605137,0.7241813602015109,17.94,75.63,9
2017-01-31,98.66327180140041,0.728976234003656,17.89,75.69,9
2017-02-28,100.081115005684,0.7391993658343241,17.53,76.03,9
2017-03-31,102.705479452055,0.747508305647841,17.6,75.75,9
2017-04-30,104.947526236882,0.7583170254403129,18.53,74.43,9
2017-05-31,106.09816287359502,0.767340997451495,19.14,73.5,9
2017-06-30,107.116564417178,0.772081531809759,19.13,73.64,9
2017-07-31,107.646742057081,0.7783882783882778,17.2,76.01,9
2017-08-31,107.378539060626,0.7745215311004781,16.06,77.52,9
2017-09-30,107.837600642138,0.768667642752562,16.67,76.75,9
2017-10-31,108.126990284827,0.7709114714747479,17.6,75.64,9
2017-11-30,107.642940490082,0.77319587628866,19.35,73.62,9
2017-12-31,107.59146341463399,0.7733963331007428,21.44,71.36,9
2010-01-31,169.014084507042,0.961538461538462,78.82,14.58,46
2010-02-28,168.125,0.990853658536585,78.11,14.87,46
2010-03-31,167.837261594846,0.9641472868217049,76.98,15.59,46
2010-04-30,167.27449582544202,0.9516129032258059,75.17,16.75,46
2010-05-31,166.738135815116,0.9548611111111109,73.2,18.01,46
2010-06-30,165.615403702777,0.9688711240310078,72.54,18.3,46
2010-07-31,164.893617021277,0.976253298153034,72.99,17.93,46
2010-08-31,163.177339901478,0.9624726185162958,75.13,16.71,46
2010-09-30,160.175879396985,0.9546539379474941,77.14,15.43,46
2010-10-31,154.702574841011,0.951518045227893,79.14,14.07,46
2010-11-30,151.115095179911,0.961666240736008,80.58,13.15,46
2010-12-31,147.733990147783,0.982142857142857,81.99,12.11,46
2011-01-31,142.086330935252,0.9353450778271609,83.0,11.38,46
2011-02-28,139.318885448916,0.941184824508014,84.58,10.23,46
2011-03-31,139.196428571429,0.9447368421052629,84.81,10.16,46
2011-04-30,136.311445999282,0.941619585687382,86.43,8.89,46
2011-05-31,136.99519230769198,0.9512937595129379,87.4,8.15,46
2011-06-30,137.52913752913798,0.9488211615871189,87.97,7.73,46
2011-07-31,137.735849056604,0.9550561797752809,87.73,7.74,46
2011-08-31,137.87713272843501,0.9347203589506559,87.36,7.78,46
2011-09-30,136.494252873563,0.9233090691257622,86.38,8.32,46
2011-10-31,133.65800865800898,0.9247119818496999,84.16,9.76,46
2011-11-30,130.408222628859,0.92485549132948,82.51,10.97,46
2011-12-31,127.351684263449,0.9247791327189009,80.81,12.18,46
2012-01-31,126.46909978566299,0.9365708622398409,79.04,13.51,46
2012-02-29,128.391959798995,0.9365319138733041,75.98,15.59,46
2012-03-31,130.13698630137,0.9417611088463109,70.96,19.24,46
2012-04-30,131.072355148902,0.9482758620689659,64.86,24.19,46
2012-05-31,132.584269662921,0.9415064102564101,57.55,30.73,46
2012-06-30,133.885694961109,0.9459459459459459,50.97,37.04,46
2012-07-31,133.51199759227302,0.9522058823529409,45.47,42.83,46
2012-08-31,132.71375464684,0.948873483535529,40.08,48.43,46
2012-09-30,132.25,0.939429253672891,35.38,53.56,46
2012-10-31,130.489678168671,0.9574119288454829,33.38,56.1,46
2012-11-30,140.15817223198601,0.9640666082383871,30.86,59.44,46
2012-12-31,138.561525129983,0.9814814814814821,29.1,61.84,46
2013-01-31,137.458333333333,0.9771241830065359,27.49,64.02,46
2013-02-28,139.10748560460698,0.9902418126428031,26.01,65.98,46
2013-03-31,141.97402312068502,1.00366243888487,24.44,67.81,46
2013-04-30,145.178571428571,1.0,22.81,69.72,46
2013-05-31,149.28,0.9722222222222221,20.96,71.91,46
2013-06-30,152.093438615172,0.967438777902712,18.61,74.82,46
2013-07-31,153.98550724637698,0.9786476868327401,16.52,77.41,46
