,Code,Name
1226,42037,Columbia County
1227,42039,Crawford County
1228,42041,Cumberland County
1229,42043,Dauphin County
1230,42045,Delaware County
1231,42047,Elk County
1232,42049,Erie County
1233,42051,Fayette County
1234,42053,Forest County
1235,42055,Franklin County
1236,42057,Fulton County
1237,42059,Greene County
1238,42061,Huntingdon County
1239,42063,Indiana County
1240,42065,Jefferson County
1241,42067,Juniata County
1242,42069,Lackawanna County
1243,42071,Lancaster County
1244,42073,Lawrence County
1245,42075,Lebanon County
1246,42077,Lehigh County
1247,42079,Luzerne County
1248,42081,Lycoming County
1249,42083,McKean County
1250,42085,Mercer County
1251,42087,Mifflin County
1252,42089,Monroe County
1253,42091,Montgomery County
1254,42093,Montour County
1255,42095,Northampton County
1256,42097,Northumberland County
1257,42099,Perry County
1258,42101,Philadelphia County
1259,42103,Pike County
1260,42105,Potter County
1261,42107,Schuylkill County
1262,42109,Snyder County
1263,42111,Somerset County
1264,42113,Sullivan County
1265,42115,Susquehanna County
1266,42117,Tioga County
1267,42119,Union County
1268,42121,Venango County
1269,42123,Warren County
1270,42125,Washington County
1271,42127,Wayne County
1272,42129,Westmoreland County
1273,42131,Wyoming County
1274,42133,York County
1275,31001,Adams County
1276,31003,Antelope County
1277,31005,Arthur County
1278,31007,Banner County
1279,31009,Blaine County
1280,31011,Boone County
1281,31013,Box Butte County
1282,31015,Boyd County
1283,31017,Brown County
1284,31019,Buffalo County
1285,31021,Burt County
1286,31023,Butler County
1287,31025,Cass County
1288,31027,Cedar County
1289,31029,Chase County
1290,31031,Cherry County
1291,31033,Cheyenne County
1292,31035,Clay County
1293,31037,Colfax County
1294,31039,Cuming County
1295,31041,Custer County
1296,31043,Dakota County
1297,31045,Dawes County
1298,31047,Dawson County
1299,31049,Deuel County
1300,31051,Dixon County
1301,31053,Dodge County
1302,31055,Douglas County
1303,31057,Dundy County
1304,31059,Fillmore County
1305,31061,Franklin County
1306,31063,Frontier County
1307,31065,Furnas County
1308,31067,Gage County
1309,31069,Garden County
1310,31071,Garfield County
1311,31073,Gosper County
1312,31075,Grant County
1313,31077,Greeley County
1314,31079,Hall County
1315,31081,Hamilton County
1316,31083,Harlan County
1317,31085,Hayes County
1318,31087,Hitchcock County
1319,31089,Holt County
1320,31091,Hooker County
1321,31093,Howard County
1322,31095,Jefferson County
1323,31097,Johnson County
1324,31099,Kearney County
1325,31101,Keith County
1326,31103,Keya Paha County
1327,31105,Kimball County
1328,31107,Knox County
1329,31109,Lancaster County
1330,31111,Lincoln County
1331,31113,Logan County
1332,31115,Loup County
1333,31119,Madison County
1334,31117,McPherson County
1335,31121,Merrick County
1336,31123,Morrill County
1337,31125,Nance County
1338,31127,Nemaha County
1339,31129,Nuckolls County
1340,31131,Otoe County
1341,31133,Pawnee County
1342,31135,Perkins County
1343,31137,Phelps County
1344,31139,Pierce County
1345,31141,Platte County
1346,31143,Polk County
1347,31145,Red Willow County
1348,31147,Richardson County
1349,31149,Rock County
1350,31151,Saline County
1351,31153,Sarpy County
1352,31155,Saunders County
1353,31157,Scotts Bluff County
1354,31159,Seward County
1355,31161,Sheridan County
1356,31163,Sherman County
1357,31165,Sioux County
1358,31167,Stanton County
1359,31169,Thayer County
1360,31171,Thomas County
1361,31173,Thurston County
1362,31175,Valley County
1363,31177,Washington County
1364,31179,Wayne County
1365,31181,Webster County
1366,31183,Wheeler County
1367,31185,York County
1368,28001,Adams County
1369,28003,Alcorn County
1370,28005,Amite County
1371,28007,Attala County
1372,28009,Benton County
1373,28011,Bolivar County
1374,28013,Calhoun County
1375,28015,Carroll County
1376,28017,Chickasaw County
1377,28019,Choctaw County
1378,28021,Claiborne County
1379,28023,Clarke County
1380,28025,Clay County
1381,28027,Coahoma County
1382,28029,Copiah County
1383,28031,Covington County
1384,28033,DeSoto County
1385,28035,Forrest County
1386,28037,Franklin County
1387,28039,George County
1388,28041,Greene County
1389,28043,Grenada County
1390,28045,Hancock County
1391,28047,Harrison County
1392,28049,Hinds County
1393,28051,Holmes County
1394,28053,Humphreys County
1395,28055,Issaquena County
1396,28057,Itawamba County
1397,28059,Jackson County
1398,28061,Jasper County
1399,28063,Jefferson County
1400,28065,Jefferson Davis County
1401,28067,Jones County
1402,28069,Kemper County
1403,28071,Lafayette County
1404,28073,Lamar County
1405,28075,Lauderdale County
1406,28077,Lawrence County
1407,28079,Leake County
1408,28081,Lee County
1409,28083,Leflore County
1410,28085,Lincoln County
1411,28087,Lowndes County
1412,28089,Madison County
1413,28091,Marion County
1414,28093,Marshall County
1415,28095,Monroe County
1416,28097,Montgomery County
1417,28099,Neshoba County
1418,28101,Newton County
1419,28103,Noxubee County
1420,28105,Oktibbeha County
1421,28107,Panola County
1422,28109,Pearl River County
1423,28111,Perry County
1424,28113,Pike County
1425,28115,Pontotoc County
1426,28117,Prentiss County
1427,28119,Quitman County
1428,28121,Rankin County
1429,28123,Scott County
1430,28125,Sharkey County
1431,28127,Simpson County
1432,28129,Smith County
1433,28131,Stone County
1434,28133,Sunflower County
1435,28135,Tallahatchie County
1436,28137,Tate County
1437,28139,Tippah County
1438,28141,Tishomingo County
1439,28143,Tunica County
1440,28145,Union County
1441,28147,Walthall County
1442,28149,Warren County
1443,28151,Washington County
1444,28153,Wayne County
1445,28155,Webster County
1446,28157,Wilkinson County
1447,28159,Winston County
1448,28161,Yalobusha County
1449,28163,Yazoo County
1450,50001,Addison County
1451,50003,Bennington County
1452,50005,Caledonia County
1453,50007,Chittenden County
1454,50009,Essex County
1455,50011,Franklin County
1456,50013,Grand Isle County
1457,50015,Lamoille County
1458,50017,Orange County
1459,50019,Orleans County
1460,50021,Rutland County
1461,50023,Washington County
1462,50025,Windham County
1463,50027,Windsor County
1464,27001,Aitkin County
1465,27003,Anoka County
1466,27005,Becker County
1467,27007,Beltrami County
1468,27009,Benton County
1469,27011,Big Stone County
1470,27013,Blue Earth County
1471,27015,Brown County
1472,27017,Carlton County
1473,27019,Carver County
1474,27021,Cass County
1475,27023,Chippewa County
1476,27025,Chisago County
1477,27027,Clay County
1478,27029,Clearwater County
1479,27031,Cook County
1480,27033,Cottonwood County
1481,27035,Crow Wing County
1482,27037,Dakota County
1483,27039,Dodge County
1484,27041,Douglas County
1485,27043,Faribault County
1486,27045,Fillmore County
1487,27047,Freeborn County
1488,27049,Goodhue County
1489,27051,Grant County
1490,27053,Hennepin County
1491,27055,Houston County
1492,27057,Hubbard County
1493,27059,Isanti County
1494,27061,Itasca County
1495,27063,Jackson County
1496,27065,Kanabec County
1497,27067,Kandiyohi County
1498,27069,Kittson County
1499,27071,Koochiching County
1500,27073,Lac qui Parle County
1501,27075,Lake County
1502,27077,Lake of the Woods County
1503,27079,Le Sueur County
1504,27081,Lincoln County
1505,27083,Lyon County
1506,27087,Mahnomen County
1507,27089,Marshall County
1508,27091,Martin County
1509,27085,McLeod County
1510,27093,Meeker County
1511,27095,Mille Lacs County
1512,27097,Morrison County
1513,27099,Mower County
1514,27101,Murray County
1515,27103,Nicollet County
1516,27105,Nobles County
1517,27107,Norman County
1518,27109,Olmsted County
1519,27111,Otter Tail County
1520,27113,Pennington County
1521,27115,Pine County
1522,27117,Pipestone County
1523,27119,Polk County
1524,27121,Pope County
1525,27123,Ramsey County
1526,27125,Red Lake County
1527,27127,Redwood County
1528,27129,Renville County
1529,27131,Rice County
1530,27133,Rock County
1531,27135,Roseau County
1532,27139,Scott County
1533,27141,Sherburne County
1534,27143,Sibley County
1535,27137,St. Louis County
1536,27145,Stearns County
1537,27147,Steele County
1538,27149,Stevens County
1539,27151,Swift County
1540,27153,Todd County
1541,27155,Traverse County
1542,27157,Wabasha County
1543,27159,Wadena County
1544,27161,Waseca County
1545,27163,Washington County
1546,27165,Watonwan County
1547,27167,Wilkin County
1548,27169,Winona County
1549,27171,Wright County
1550,27173,Yellow Medicine County
1551,12001,Alachua County
1552,12003,Baker County
1553,12005,Bay County
1554,12007,Bradford County
1555,12009,Brevard County
1556,12011,Broward County
1557,12013,Calhoun County
1558,12015,Charlotte County
1559,12017,Citrus County
1560,12019,Clay County
1561,12021,Collier County
1562,12023,Columbia County
1563,12027,DeSoto County
1564,12029,Dixie County
1565,12031,Duval County
1566,12033,Escambia County
1567,12035,Flagler County
1568,12037,Franklin County
1569,12039,Gadsden County
1570,12041,Gilchrist County
1571,12043,Glades County
1572,12045,Gulf County
1573,12047,Hamilton County
1574,12049,Hardee County
1575,12051,Hendry County
1576,12053,Hernando County
1577,12055,Highlands County
1578,12057,Hillsborough County
1579,12059,Holmes County
1580,12061,Indian River County
1581,12063,Jackson County
1582,12065,Jefferson County
1583,12067,Lafayette County
1584,12069,Lake County
1585,12071,Lee County
1586,12073,Leon County
1587,12075,Levy County
1588,12077,Liberty County
1589,12079,Madison County
1590,12081,Manatee County
1591,12083,Marion County
1592,12085,Martin County
1593,12086,Miami-Dade County
1594,12087,Monroe County
1595,12089,Nassau County
1596,12091,Okaloosa County
1597,12093,Okeechobee County
1598,12095,Orange County
1599,12097,Osceola County
1600,12099,Palm Beach County
1601,12101,Pasco County
1602,12103,Pinellas County
1603,12105,Polk County
1604,12107,Putnam County
1605,12113,Santa Rosa County
1606,12115,Sarasota County
1607,12117,Seminole County
1608,12109,St. Johns County
1609,12111,St. Lucie County
1610,12119,Sumter County
1611,12121,Suwannee County
1612,12123,Taylor County
1613,12125,Union County
1614,12127,Volusia County
1615,12129,Wakulla County
1616,12131,Walton County
1617,12133,Washington County
1618,37001,Alamance County
1619,37003,Alexander County
1620,37005,Alleghany County
1621,37007,Anson County
1622,37009,Ashe County
1623,37011,Avery County
1624,37013,Beaufort County
1625,37015,Bertie County
1626,37017,Bladen County
1627,37019,Brunswick County
1628,37021,Buncombe County
1629,37023,Burke County
1630,37025,Cabarrus County
1631,37027,Caldwell County
1632,37029,Camden County
1633,37031,Carteret County
1634,37033,Caswell County
1635,37035,Catawba County
1636,37037,Chatham County
1637,37039,Cherokee County
1638,37041,Chowan County
1639,37043,Clay County
1640,37045,Cleveland County
1641,37047,Columbus County
1642,37049,Craven County
1643,37051,Cumberland County
1644,37053,Currituck County
1645,37055,Dare County
1646,37057,Davidson County
1647,37059,Davie County
1648,37061,Duplin County
1649,37063,Durham County
1650,37065,Edgecombe County
1651,37067,Forsyth County
1652,37069,Franklin County
1653,37071,Gaston County
1654,37073,Gates County
1655,37075,Graham County
1656,37077,Granville County
1657,37079,Greene County
1658,37081,Guilford County
1659,37083,Halifax County
1660,37085,Harnett County
1661,37087,Haywood County
1662,37089,Henderson County
1663,37091,Hertford County
1664,37093,Hoke County
1665,37095,Hyde County
1666,37097,Iredell County
1667,37099,Jackson County
1668,37101,Johnston County
1669,37103,Jones County
1670,37105,Lee County
1671,37107,Lenoir County
1672,37109,Lincoln County
1673,37113,Macon County
1674,37115,Madison County
1675,37117,Martin County
1676,37111,McDowell County
1677,37119,Mecklenburg County
1678,37121,Mitchell County
1679,37123,Montgomery County
1680,37125,Moore County
1681,37127,Nash County
1682,37129,New Hanover County
1683,37131,Northampton County
1684,37133,Onslow County
1685,37135,Orange County
1686,37137,Pamlico County
1687,37139,Pasquotank County
1688,37141,Pender County
1689,37143,Perquimans County
1690,37145,Person County
1691,37147,Pitt County
1692,37149,Polk County
1693,37151,Randolph County
1694,37153,Richmond County
1695,37155,Robeson County
1696,37157,Rockingham County
1697,37159,Rowan County
1698,37161,Rutherford County
1699,37163,Sampson County
1700,37165,Scotland County
1701,37167,Stanly County
1702,37169,Stokes County
1703,37171,Surry County
1704,37173,Swain County
1705,37175,Transylvania County
1706,37177,Tyrrell County
1707,37179,Union County
1708,37181,Vance County
1709,37183,Wake County
1710,37185,Warren County
1711,37187,Washington County
1712,37189,Watauga County
1713,37191,Wayne County
1714,37193,Wilkes County
1715,37195,Wilson County
1716,37197,Yadkin County
1717,37199,Yancey County
1718,6001,Alameda County
1719,6003,Alpine County
1720,6005,Amador County
1721,6007,Butte County
1722,6009,Calaveras County
1723,6011,Colusa County
1724,6013,Contra Costa County
1725,6015,Del Norte County
1726,6017,El Dorado County
1727,6019,Fresno County
1728,6021,Glenn County
1729,6023,Humboldt County
1730,6025,Imperial County
1731,6027,Inyo County
1732,6029,Kern County
1733,6031,Kings County
1734,6033,Lake County
1735,6035,Lassen County
1736,6037,Los Angeles County
1737,6039,Madera County
1738,6041,Marin County
1739,6043,Mariposa County
1740,6045,Mendocino County
1741,6047,Merced County
1742,6049,Modoc County
1743,6051,Mono County
1744,6053,Monterey County
1745,6055,Napa County
1746,6057,Nevada County
1747,6059,Orange County
1748,6061,Placer County
1749,6063,Plumas County
1750,6065,Riverside County
1751,6067,Sacramento County
1752,6069,San Benito County
1753,6071,San Bernardino County
1754,6073,San Diego County
1755,6075,San Francisco County
1756,6077,San Joaquin County
1757,6079,San Luis Obispo County
1758,6081,San Mateo County
1759,6083,Santa Barbara County
1760,6085,Santa Clara County
1761,6087,Santa Cruz County
1762,6089,Shasta County
1763,6091,Sierra County
1764,6093,Siskiyou County
1765,6095,Solano County
1766,6097,Sonoma County
1767,6099,Stanislaus County
1768,6101,Sutter County
1769,6103,Tehama County
1770,6105,Trinity County
1771,6107,Tulare County
1772,6109,Tuolumne County
1773,6111,Ventura County
1774,6113,Yolo County
1775,6115,Yuba County
1776,56001,Albany County
1777,56003,Big Horn County
1778,56005,Campbell County
1779,56007,Carbon County
1780,56009,Converse County
1781,56011,Crook County
1782,56013,Fremont County
1783,56015,Goshen County
1784,56017,Hot Springs County
1785,56019,Johnson County
1786,56021,Laramie County
1787,56023,Lincoln County
1788,56025,Natrona County
1789,56027,Niobrara County
1790,56029,Park County
1791,56031,Platte County
1792,56033,Sheridan County
1793,56035,Sublette County
1794,56037,Sweetwater County
1795,56039,Teton County
1796,56041,Uinta County
1797,56043,Washakie County
1798,56045,Weston County
1799,36001,Albany County
1800,36003,Allegany County
1801,36005,Bronx County
1802,36007,Broome County
1803,36009,Cattaraugus County
1804,36011,Cayuga County
1805,36013,Chautauqua County
1806,36015,Chemung County
1807,36017,Chenango County
1808,36019,Clinton County
1809,36021,Columbia County
1810,36023,Cortland County
1811,36025,Delaware County
1812,36027,Dutchess County
1813,36029,Erie County
1814,36031,Essex County
1815,36033,Franklin County
1816,36035,Fulton County
1817,36037,Genesee County
1818,36039,Greene County
1819,36041,Hamilton County
1820,36043,Herkimer County
1821,36045,Jefferson County
1822,36047,Kings County
1823,36049,Lewis County
1824,36051,Livingston County
1825,36053,Madison County
1826,36055,Monroe County
1827,36057,Montgomery County
1828,36059,Nassau County
1829,36061,New York County
1830,36063,Niagara County
1831,36065,Oneida County
1832,36067,Onondaga County
1833,36069,Ontario County
1834,36071,Orange County
1835,36073,Orleans County
1836,36075,Oswego County
1837,36077,Otsego County
1838,36079,Putnam County
1839,36081,Queens County
1840,36083,Rensselaer County
1841,36085,Richmond County
1842,36087,Rockland County
1843,36091,Saratoga County
1844,36093,Schenectady County
1845,36095,Schoharie County
1846,36097,Schuyler County
1847,36099,Seneca County
1848,36089,St. Lawrence County
1849,36101,Steuben County
1850,36103,Suffolk County
1851,36105,Sullivan County
1852,36107,Tioga County
1853,36109,Tompkins County
1854,36111,Ulster County
1855,36113,Warren County
1856,36115,Washington County
1857,36117,Wayne County
1858,36119,Westchester County
1859,36121,Wyoming County
1860,36123,Yates County
1861,26001,Alcona County
1862,26003,Alger County
1863,26005,Allegan County
1864,26007,Alpena County
1865,26009,Antrim County
1866,26011,Arenac County
1867,26013,Baraga County
1868,26015,Barry County
1869,26017,Bay County
1870,26019,Benzie County
1871,26021,Berrien County
1872,26023,Branch County
1873,26025,Calhoun County
1874,26027,Cass County
1875,26029,Charlevoix County
1876,26031,Cheboygan County
1877,26033,Chippewa County
1878,26035,Clare County
1879,26037,Clinton County
1880,26039,Crawford County
1881,26041,Delta County
1882,26043,Dickinson County
1883,26045,Eaton County
1884,26047,Emmet County
1885,26049,Genesee County
1886,26051,Gladwin County
1887,26053,Gogebic County
1888,26055,Grand Traverse County
1889,26057,Gratiot County
1890,26059,Hillsdale County
1891,26061,Houghton County
1892,26063,Huron County
1893,26065,Ingham County
1894,26067,Ionia County
1895,26069,Iosco County
1896,26071,Iron County
1897,26073,Isabella County
1898,26075,Jackson County
1899,26077,Kalamazoo County
1900,26079,Kalkaska County
1901,26081,Kent County
1902,26083,Keweenaw County
1903,26085,Lake County
1904,26087,Lapeer County
1905,26089,Leelanau County
1906,26091,Lenawee County
1907,26093,Livingston County
1908,26095,Luce County
1909,26097,Mackinac County
1910,26099,Macomb County
1911,26101,Manistee County
1912,26103,Marquette County
1913,26105,Mason County
1914,26107,Mecosta County
1915,26109,Menominee County
1916,26111,Midland County
1917,26113,Missaukee County
1918,26115,Monroe County
1919,26117,Montcalm County
1920,26119,Montmorency County
1921,26121,Muskegon County
1922,26123,Newaygo County
1923,26125,Oakland County
1924,26127,Oceana County
1925,26129,Ogemaw County
1926,26131,Ontonagon County
1927,26133,Osceola County
1928,26135,Oscoda County
1929,26137,Otsego County
1930,26139,Ottawa County
1931,26141,Presque Isle County
1932,26143,Roscommon County
1933,26145,Saginaw County
1934,26151,Sanilac County
1935,26153,Schoolcraft County
1936,26155,Shiawassee County
1937,26147,St. Clair County
1938,26149,St. Joseph County
1939,26157,Tuscola County
1940,26159,Van Buren County
1941,26161,Washtenaw County
1942,26163,Wayne County
1943,26165,Wexford County
1944,2013,Aleutians East Borough
1945,2016,Aleutians West CA
1946,2020,Anchorage Muny
1947,2050,Bethel CA
1948,2060,Bristol Bay Borough
1949,2068,Denali Borough
1950,2070,Dillingham CA
1951,2090,Fairbanks North Star Borough
1952,2100,Haines Borough
1953,2110,Juneau Cty&Bor
1954,2122,Kenai Peninsula Borough
1955,2130,Ketchikan Gateway Borough
1956,2150,Kodiak Island Borough
1957,2164,Lake and Peninsula Borough
1958,2170,Matanuska-Susitna Borough
1959,2180,Nome CA
1960,2185,North Slope Borough
1961,2188,Northwest Arctic Borough
1962,2220,Sitka Cty&Bor
1963,2240,Southeast Fairbanks CA
1964,2261,Valdez-Cordova CA
1965,2270,Wade Hampton CA
1966,2282,Yakutat Cty&Bor
1967,2290,Yukon-Koyukuk CA
1968,24001,Allegany County
1969,24003,Anne Arundel County
1970,24510,Baltimore city
1971,24005,Baltimore County
1972,24009,Calvert County
1973,24011,Caroline County
1974,24013,Carroll County
1975,24015,Cecil County
1976,24017,Charles County
1977,24019,Dorchester County
1978,24021,Frederick County
1979,24023,Garrett County
1980,24025,Harford County
1981,24027,Howard County
1982,24029,Kent County
1983,24031,Montgomery County
1984,24033,Prince George's County
1985,24035,Queen Anne's County
1986,24039,Somerset County
1987,24037,St. Mary's County
1988,24041,Talbot County
1989,24043,Washington County
1990,24045,Wicomico County
1991,24047,Worcester County
1992,20001,Allen County
1993,20003,Anderson County
1994,20005,Atchison County
1995,20007,Barber County
1996,20009,Barton County
1997,20011,Bourbon County
1998,20013,Brown County
1999,20015,Butler County
2000,20017,Chase County
2001,20019,Chautauqua County
2002,20021,Cherokee County
2003,20023,Cheyenne County
2004,20025,Clark County
2005,20027,Clay County
2006,20029,Cloud County
2007,20031,Coffey County
2008,20033,Comanche County
2009,20035,Cowley County
2010,20037,Crawford County
2011,20039,Decatur County
2012,20041,Dickinson County
2013,20043,Doniphan County
2014,20045,Douglas County
2015,20047,Edwards County
2016,20049,Elk County
2017,20051,Ellis County
2018,20053,Ellsworth County
2019,20055,Finney County
2020,20057,Ford County
2021,20059,Franklin County
2022,20061,Geary County
2023,20063,Gove County
2024,20065,Graham County
2025,20067,Grant County
2026,20069,Gray County
2027,20071,Greeley County
2028,20073,Greenwood County
2029,20075,Hamilton County
2030,20077,Harper County
2031,20079,Harvey County
2032,20081,Haskell County
2033,20083,Hodgeman County
2034,20085,Jackson County
2035,20087,Jefferson County
2036,20089,Jewell County
2037,20091,Johnson County
2038,20093,Kearny County
2039,20095,Kingman County
2040,20097,Kiowa County
2041,20099,Labette County
2042,20101,Lane County
2043,20103,Leavenworth County
2044,20105,Lincoln County
2045,20107,Linn County
2046,20109,Logan County
2047,20111,Lyon County
2048,20115,Marion County
2049,20117,Marshall County
2050,20113,McPherson County
2051,20119,Meade County
2052,20121,Miami County
2053,20123,Mitchell County
2054,20125,Montgomery County
2055,20127,Morris County
2056,20129,Morton County
2057,20131,Nemaha County
2058,20133,Neosho County
2059,20135,Ness County
2060,20137,Norton County
2061,20139,Osage County
2062,20141,Osborne County
2063,20143,Ottawa County
2064,20145,Pawnee County
2065,20147,Phillips County
2066,20149,Pottawatomie County
2067,20151,Pratt County
2068,20153,Rawlins County
2069,20155,Reno County
2070,20157,Republic County
2071,20159,Rice County
2072,20161,Riley County
2073,20163,Rooks County
2074,20165,Rush County
2075,20167,Russell County
2076,20169,Saline County
2077,20171,Scott County
2078,20173,Sedgwick County
2079,20175,Seward County
2080,20177,Shawnee County
2081,20179,Sheridan County
2082,20181,Sherman County
2083,20183,Smith County
2084,20185,Stafford County
2085,20187,Stanton County
2086,20189,Stevens County
2087,20191,Sumner County
2088,20193,Thomas County
2089,20195,Trego County
2090,20197,Wabaunsee County
2091,20199,Wallace County
2092,20201,Washington County
2093,20203,Wichita County
2094,20205,Wilson County
2095,20207,Woodson County
2096,20209,Wyandotte County
2097,48001,Anderson County
2098,48003,Andrews County
2099,48005,Angelina County
2100,48007,Aransas County
2101,48009,Archer County
2102,48011,Armstrong County
2103,48013,Atascosa County
2104,48015,Austin County
2105,48017,Bailey County
2106,48019,Bandera County
2107,48021,Bastrop County
2108,48023,Baylor County
2109,48025,Bee County
2110,48027,Bell County
2111,48029,Bexar County
2112,48031,Blanco County
2113,48033,Borden County
2114,48035,Bosque County
2115,48037,Bowie County
2116,48039,Brazoria County
2117,48041,Brazos County
2118,48043,Brewster County
2119,48045,Briscoe County
2120,48047,Brooks County
2121,48049,Brown County
2122,48051,Burleson County
2123,48053,Burnet County
2124,48055,Caldwell County
2125,48057,Calhoun County
2126,48059,Callahan County
2127,48061,Cameron County
2128,48063,Camp County
2129,48065,Carson County
2130,48067,Cass County
2131,48069,Castro County
2132,48071,Chambers County
2133,48073,Cherokee County
2134,48075,Childress County
2135,48077,Clay County
2136,48079,Cochran County
2137,48081,Coke County
2138,48083,Coleman County
2139,48085,Collin County
2140,48087,Collingsworth County
2141,48089,Colorado County
2142,48091,Comal County
2143,48093,Comanche County
2144,48095,Concho County
2145,48097,Cooke County
2146,48099,Coryell County
2147,48101,Cottle County
2148,48103,Crane County
2149,48105,Crockett County
2150,48107,Crosby County
2151,48109,Culberson County
2152,48111,Dallam County
2153,48113,Dallas County
2154,48115,Dawson County
2155,48123,DeWitt County
2156,48117,Deaf Smith County
2157,48119,Delta County
2158,48121,Denton County
2159,48125,Dickens County
2160,48127,Dimmit County
2161,48129,Donley County
2162,48131,Duval County
2163,48133,Eastland County
2164,48135,Ector County
2165,48137,Edwards County
2166,48141,El Paso County
2167,48139,Ellis County
2168,48143,Erath County
2169,48145,Falls County
2170,48147,Fannin County
2171,48149,Fayette County
2172,48151,Fisher County
2173,48153,Floyd County
2174,48155,Foard County
2175,48157,Fort Bend County
2176,48159,Franklin County
2177,48161,Freestone County
2178,48163,Frio County
2179,48165,Gaines County
2180,48167,Galveston County
2181,48169,Garza County
2182,48171,Gillespie County
2183,48173,Glasscock County
2184,48175,Goliad County
2185,48177,Gonzales County
2186,48179,Gray County
2187,48181,Grayson County
2188,48183,Gregg County
2189,48185,Grimes County
2190,48187,Guadalupe County
2191,48189,Hale County
2192,48191,Hall County
2193,48193,Hamilton County
2194,48195,Hansford County
2195,48197,Hardeman County
2196,48199,Hardin County
2197,48201,Harris County
2198,48203,Harrison County
2199,48205,Hartley County
2200,48207,Haskell County
2201,48209,Hays County
2202,48211,Hemphill County
2203,48213,Henderson County
2204,48215,Hidalgo County
2205,48217,Hill County
2206,48219,Hockley County
2207,48221,Hood County
2208,48223,Hopkins County
2209,48225,Houston County
2210,48227,Howard County
2211,48229,Hudspeth County
2212,48231,Hunt County
2213,48233,Hutchinson County
2214,48235,Irion County
2215,48237,Jack County
2216,48239,Jackson County
2217,48241,Jasper County
2218,48243,Jeff Davis County
2219,48245,Jefferson County
2220,48247,Jim Hogg County
2221,48249,Jim Wells County
2222,48251,Johnson County
2223,48253,Jones County
2224,48255,Karnes County
2225,48257,Kaufman County
2226,48259,Kendall County
2227,48261,Kenedy County
2228,48263,Kent County
2229,48265,Kerr County
2230,48267,Kimble County
2231,48269,King County
2232,48271,Kinney County
2233,48273,Kleberg County
2234,48275,Knox County
2235,48283,La Salle County
2236,48277,Lamar County
2237,48279,Lamb County
2238,48281,Lampasas County
2239,48285,Lavaca County
2240,48287,Lee County
2241,48289,Leon County
2242,48291,Liberty County
2243,48293,Limestone County
2244,48295,Lipscomb County
2245,48297,Live Oak County
2246,48299,Llano County
2247,48301,Loving County
2248,48303,Lubbock County
2249,48305,Lynn County
2250,48313,Madison County
2251,48315,Marion County
2252,48317,Martin County
2253,48319,Mason County
2254,48321,Matagorda County
2255,48323,Maverick County
2256,48307,McCulloch County
2257,48309,McLennan County
2258,48311,McMullen County
2259,48325,Medina County
2260,48327,Menard County
2261,48329,Midland County
2262,48331,Milam County
2263,48333,Mills County
2264,48335,Mitchell County
2265,48337,Montague County
2266,48339,Montgomery County
2267,48341,Moore County
2268,48343,Morris County
2269,48345,Motley County
2270,48347,Nacogdoches County
2271,48349,Navarro County
2272,48351,Newton County
2273,48353,Nolan County
2274,48355,Nueces County
2275,48357,Ochiltree County
2276,48359,Oldham County
2277,48361,Orange County
2278,48363,Palo Pinto County
2279,48365,Panola County
2280,48367,Parker County
2281,48369,Parmer County
2282,48371,Pecos County
2283,48373,Polk County
2284,48375,Potter County
2285,48377,Presidio County
2286,48379,Rains County
2287,48381,Randall County
2288,48383,Reagan County
2289,48385,Real County
2290,48387,Red River County
2291,48389,Reeves County
2292,48391,Refugio County
2293,48393,Roberts County
2294,48395,Robertson County
2295,48397,Rockwall County
2296,48399,Runnels County
2297,48401,Rusk County
2298,48403,Sabine County
2299,48405,San Augustine County
2300,48407,San Jacinto County
2301,48409,San Patricio County
2302,48411,San Saba County
2303,48413,Schleicher County
2304,48415,Scurry County
2305,48417,Shackelford County
2306,48419,Shelby County
2307,48421,Sherman County
2308,48423,Smith County
2309,48425,Somervell County
2310,48427,Starr County
2311,48429,Stephens County
2312,48431,Sterling County
2313,48433,Stonewall County
2314,48435,Sutton County
2315,48437,Swisher County
2316,48439,Tarrant County
2317,48441,Taylor County
2318,48443,Terrell County
2319,48445,Terry County
2320,48447,Throckmorton County
2321,48449,Titus County
2322,48451,Tom Green County
2323,48453,Travis County
2324,48455,Trinity County
2325,48457,Tyler County
2326,48459,Upshur County
2327,48461,Upton County
2328,48463,Uvalde County
2329,48465,Val Verde County
2330,48467,Van Zandt County
2331,48469,Victoria County
2332,48471,Walker County
2333,48473,Waller County
2334,48475,Ward County
2335,48477,Washington County
2336,48479,Webb County
2337,48481,Wharton County
2338,48483,Wheeler County
2339,48485,Wichita County
2340,48487,Wilbarger County
2341,48489,Willacy County
2342,48491,Williamson County
2343,48493,Wilson County
2344,48495,Winkler County
2345,48497,Wise County
2346,48499,Wood County
2347,48501,Yoakum County
2348,48503,Young County
2349,48505,Zapata County
2350,48507,Zavala County
2351,47001,Anderson County
2352,47003,Bedford County
2353,47005,Benton County
2354,47007,Bledsoe County
2355,47009,Blount County
2356,47011,Bradley County
2357,47013,Campbell County
2358,47015,Cannon County
2359,47017,Carroll County
2360,47019,Carter County
2361,47021,Cheatham County
2362,47023,Chester County
2363,47025,Claiborne County
2364,47027,Clay County
2365,47029,Cocke County
2366,47031,Coffee County
2367,47033,Crockett County
2368,47035,Cumberland County
2369,47037,Davidson County
2370,47041,DeKalb County
